0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0.92496,0.92326,0.92154,0.91982,0.91809,0.91635,0.91461,0.91285,0.91109,0.90932,0.90754,0.90576,0.90396,0.90217,0.90036,0.89855,0.89674,0.89492,0.89309,0.89127,0.88943,0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409
0.92326,0.92154,0.91982,0.91809,0.91635,0.91461,0.91285,0.91109,0.90932,0.90754,0.90576,0.90396,0.90217,0.90036,0.89855,0.89674,0.89492,0.89309,0.89127,0.88943,0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217
0.92154,0.91982,0.91809,0.91635,0.91461,0.91285,0.91109,0.90932,0.90754,0.90576,0.90396,0.90217,0.90036,0.89855,0.89674,0.89492,0.89309,0.89127,0.88943,0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024
0.91982,0.91809,0.91635,0.91461,0.91285,0.91109,0.90932,0.90754,0.90576,0.90396,0.90217,0.90036,0.89855,0.89674,0.89492,0.89309,0.89127,0.88943,0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831
0.91809,0.91635,0.91461,0.91285,0.91109,0.90932,0.90754,0.90576,0.90396,0.90217,0.90036,0.89855,0.89674,0.89492,0.89309,0.89127,0.88943,0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638
0.91635,0.91461,0.91285,0.91109,0.90932,0.90754,0.90576,0.90396,0.90217,0.90036,0.89855,0.89674,0.89492,0.89309,0.89127,0.88943,0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445
0.91461,0.91285,0.91109,0.90932,0.90754,0.90576,0.90396,0.90217,0.90036,0.89855,0.89674,0.89492,0.89309,0.89127,0.88943,0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251
0.91285,0.91109,0.90932,0.90754,0.90576,0.90396,0.90217,0.90036,0.89855,0.89674,0.89492,0.89309,0.89127,0.88943,0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058
0.91109,0.90932,0.90754,0.90576,0.90396,0.90217,0.90036,0.89855,0.89674,0.89492,0.89309,0.89127,0.88943,0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864
0.90932,0.90754,0.90576,0.90396,0.90217,0.90036,0.89855,0.89674,0.89492,0.89309,0.89127,0.88943,0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671
0.90754,0.90576,0.90396,0.90217,0.90036,0.89855,0.89674,0.89492,0.89309,0.89127,0.88943,0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477
0.90576,0.90396,0.90217,0.90036,0.89855,0.89674,0.89492,0.89309,0.89127,0.88943,0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283
0.90396,0.90217,0.90036,0.89855,0.89674,0.89492,0.89309,0.89127,0.88943,0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089
0.90217,0.90036,0.89855,0.89674,0.89492,0.89309,0.89127,0.88943,0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896
0.90036,0.89855,0.89674,0.89492,0.89309,0.89127,0.88943,0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896,0.78702
0.89855,0.89674,0.89492,0.89309,0.89127,0.88943,0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896,0.78702,0.78508
0.89674,0.89492,0.89309,0.89127,0.88943,0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896,0.78702,0.78508,0.78314
0.89492,0.89309,0.89127,0.88943,0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896,0.78702,0.78508,0.78314,0.7812
0.89309,0.89127,0.88943,0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896,0.78702,0.78508,0.78314,0.7812,0.77926
0.89127,0.88943,0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896,0.78702,0.78508,0.78314,0.7812,0.77926,0.77733
0.88943,0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896,0.78702,0.78508,0.78314,0.7812,0.77926,0.77733,0.77539
0.88759,0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896,0.78702,0.78508,0.78314,0.7812,0.77926,0.77733,0.77539,0.77346
0.88575,0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896,0.78702,0.78508,0.78314,0.7812,0.77926,0.77733,0.77539,0.77346,0.77152
0.88391,0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896,0.78702,0.78508,0.78314,0.7812,0.77926,0.77733,0.77539,0.77346,0.77152,0.76959
0.88206,0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896,0.78702,0.78508,0.78314,0.7812,0.77926,0.77733,0.77539,0.77346,0.77152,0.76959,0.76765
0.88021,0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896,0.78702,0.78508,0.78314,0.7812,0.77926,0.77733,0.77539,0.77346,0.77152,0.76959,0.76765,0.76572
0.87835,0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896,0.78702,0.78508,0.78314,0.7812,0.77926,0.77733,0.77539,0.77346,0.77152,0.76959,0.76765,0.76572,0.76379
0.8765,0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896,0.78702,0.78508,0.78314,0.7812,0.77926,0.77733,0.77539,0.77346,0.77152,0.76959,0.76765,0.76572,0.76379,0.76186
0.87464,0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896,0.78702,0.78508,0.78314,0.7812,0.77926,0.77733,0.77539,0.77346,0.77152,0.76959,0.76765,0.76572,0.76379,0.76186,0.75993
0.87277,0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896,0.78702,0.78508,0.78314,0.7812,0.77926,0.77733,0.77539,0.77346,0.77152,0.76959,0.76765,0.76572,0.76379,0.76186,0.75993,0.75801
0.87091,0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896,0.78702,0.78508,0.78314,0.7812,0.77926,0.77733,0.77539,0.77346,0.77152,0.76959,0.76765,0.76572,0.76379,0.76186,0.75993,0.75801,0.75608
0.86904,0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896,0.78702,0.78508,0.78314,0.7812,0.77926,0.77733,0.77539,0.77346,0.77152,0.76959,0.76765,0.76572,0.76379,0.76186,0.75993,0.75801,0.75608,0.75416
0.86718,0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896,0.78702,0.78508,0.78314,0.7812,0.77926,0.77733,0.77539,0.77346,0.77152,0.76959,0.76765,0.76572,0.76379,0.76186,0.75993,0.75801,0.75608,0.75416,0.75223
0.86531,0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896,0.78702,0.78508,0.78314,0.7812,0.77926,0.77733,0.77539,0.77346,0.77152,0.76959,0.76765,0.76572,0.76379,0.76186,0.75993,0.75801,0.75608,0.75416,0.75223,0.75031
0.86343,0.86156,0.85968,0.85781,0.85593,0.85405,0.85217,0.85028,0.84839,0.84651,0.84462,0.84273,0.84083,0.83894,0.83704,0.83514,0.83324,0.83133,0.82942,0.82752,0.8256,0.82369,0.82178,0.81986,0.81794,0.81602,0.81409,0.81217,0.81024,0.80831,0.80638,0.80445,0.80251,0.80058,0.79864,0.79671,0.79477,0.79283,0.79089,0.78896,0.78702,0.78508,0.78314,0.7812,0.77926,0.77733,0.77539,0.77346,0.77152,0.76959,0.76765,0.76572,0.76379,0.76186,0.75993,0.75801,0.75608,0.75416,0.75223,0.75031,0.74839
